Observation_ID,Risk_Score,Actual_Class_Audit,Risk_Category,Recommended_Action,Priority_Level,Review_Status,Risk_Rank
UCI_TEST_01283,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3812
UCI_TEST_01284,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3813
UCI_TEST_01285,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3814
UCI_TEST_01286,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3815
UCI_TEST_01289,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3816
UCI_TEST_01292,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3817
UCI_TEST_01295,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3818
UCI_TEST_01296,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3819
UCI_TEST_01297,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3820
UCI_TEST_01298,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3821
UCI_TEST_01299,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3822
UCI_TEST_01300,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3823
UCI_TEST_01301,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3824
UCI_TEST_01303,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3825
UCI_TEST_01304,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3826
UCI_TEST_01306,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3827
UCI_TEST_01308,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3828
UCI_TEST_01309,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3829
UCI_TEST_01310,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3830
UCI_TEST_01311,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3831
UCI_TEST_01312,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3832
UCI_TEST_01313,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3833
UCI_TEST_01314,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3834
UCI_TEST_01316,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3835
UCI_TEST_01318,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3836
UCI_TEST_01320,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3837
UCI_TEST_01321,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3838
UCI_TEST_01322,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3839
UCI_TEST_01324,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3840
UCI_TEST_01326,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3841
UCI_TEST_01328,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3842
UCI_TEST_01329,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3843
UCI_TEST_01330,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3844
UCI_TEST_01331,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3845
UCI_TEST_01332,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3846
UCI_TEST_01334,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3847
UCI_TEST_01335,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3848
UCI_TEST_01336,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3849
UCI_TEST_01337,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3850
UCI_TEST_01338,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3851
UCI_TEST_01340,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3852
UCI_TEST_01342,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3853
UCI_TEST_01343,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3854
UCI_TEST_01344,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3855
UCI_TEST_01346,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3856
UCI_TEST_01348,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3857
UCI_TEST_01350,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3858
UCI_TEST_01351,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3859
UCI_TEST_01352,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3860
UCI_TEST_01353,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3861
UCI_TEST_01354,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3862
UCI_TEST_01355,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3863
UCI_TEST_01356,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3864
UCI_TEST_01357,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3865
UCI_TEST_01358,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3866
UCI_TEST_01360,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3867
UCI_TEST_01361,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3868
UCI_TEST_01362,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3869
UCI_TEST_01363,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3870
UCI_TEST_01364,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3871
UCI_TEST_01366,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3872
UCI_TEST_01367,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3873
UCI_TEST_01368,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3874
UCI_TEST_01369,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3875
UCI_TEST_01370,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3876
UCI_TEST_01371,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3877
UCI_TEST_01372,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3878
UCI_TEST_01373,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3879
UCI_TEST_01374,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3880
UCI_TEST_01375,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3881
UCI_TEST_01376,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3882
UCI_TEST_01377,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3883
UCI_TEST_01378,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3884
UCI_TEST_01381,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3885
UCI_TEST_01382,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3886
UCI_TEST_01383,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3887
UCI_TEST_01385,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3888
UCI_TEST_01386,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3889
UCI_TEST_01387,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3890
UCI_TEST_01388,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3891
UCI_TEST_01389,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3892
UCI_TEST_01390,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3893
UCI_TEST_01391,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3894
UCI_TEST_01392,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3895
UCI_TEST_01393,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3896
UCI_TEST_01396,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3897
UCI_TEST_01397,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3898
UCI_TEST_01398,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3899
UCI_TEST_01399,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3900
UCI_TEST_01400,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3901
UCI_TEST_01403,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3902
UCI_TEST_01405,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3903
UCI_TEST_01406,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3904
UCI_TEST_01407,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3905
UCI_TEST_01408,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3906
UCI_TEST_01409,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3907
UCI_TEST_01410,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3908
UCI_TEST_01411,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3909
UCI_TEST_01414,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3910
UCI_TEST_01415,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3911
UCI_TEST_01416,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3912
UCI_TEST_01417,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3913
UCI_TEST_01418,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3914
UCI_TEST_01419,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3915
UCI_TEST_01420,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3916
UCI_TEST_01421,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3917
UCI_TEST_01422,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3918
UCI_TEST_01423,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3919
UCI_TEST_01424,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3920
UCI_TEST_01425,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3921
UCI_TEST_01426,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3922
UCI_TEST_01427,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3923
UCI_TEST_01429,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3924
UCI_TEST_01432,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3925
UCI_TEST_01433,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3926
UCI_TEST_01434,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3927
UCI_TEST_01436,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3928
UCI_TEST_01437,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3929
UCI_TEST_01438,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3930
UCI_TEST_01439,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3931
UCI_TEST_01440,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3932
UCI_TEST_01441,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3933
UCI_TEST_01442,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3934
UCI_TEST_01443,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3935
UCI_TEST_01444,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3936
UCI_TEST_01445,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3937
UCI_TEST_01447,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3938
UCI_TEST_01448,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3939
UCI_TEST_01449,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3940
UCI_TEST_01450,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3941
UCI_TEST_01451,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3942
UCI_TEST_01452,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3943
UCI_TEST_01453,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3944
UCI_TEST_01455,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3945
UCI_TEST_01456,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3946
UCI_TEST_01457,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3947
UCI_TEST_01458,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3948
UCI_TEST_01459,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3949
UCI_TEST_01460,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3950
UCI_TEST_01461,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3951
UCI_TEST_01462,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3952
UCI_TEST_01464,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3953
UCI_TEST_01465,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3954
UCI_TEST_01466,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3955
UCI_TEST_01467,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3956
UCI_TEST_01468,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3957
UCI_TEST_01470,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3958
UCI_TEST_01471,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3959
UCI_TEST_01472,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3960
UCI_TEST_01473,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3961
UCI_TEST_01474,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3962
UCI_TEST_01475,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3963
UCI_TEST_01476,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3964
UCI_TEST_01477,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3965
UCI_TEST_01479,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3966
UCI_TEST_01480,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3967
UCI_TEST_01481,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3968
UCI_TEST_01482,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3969
UCI_TEST_01483,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3970
UCI_TEST_01484,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3971
UCI_TEST_01486,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3972
UCI_TEST_01487,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3973
UCI_TEST_01488,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3974
UCI_TEST_01490,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3975
UCI_TEST_01491,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3976
UCI_TEST_01492,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3977
UCI_TEST_01493,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3978
UCI_TEST_01494,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3979
UCI_TEST_01495,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3980
UCI_TEST_01496,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3981
UCI_TEST_01497,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3982
UCI_TEST_01498,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3983
UCI_TEST_01499,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3984
UCI_TEST_01500,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3985
UCI_TEST_01501,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3986
UCI_TEST_01502,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3987
UCI_TEST_01503,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3988
UCI_TEST_01504,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3989
UCI_TEST_01506,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3990
UCI_TEST_01507,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3991
UCI_TEST_01508,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3992
UCI_TEST_01509,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3993
UCI_TEST_01510,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3994
UCI_TEST_01511,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3995
UCI_TEST_01512,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3996
UCI_TEST_01513,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3997
UCI_TEST_01514,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3998
UCI_TEST_01515,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,3999
UCI_TEST_01516,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4000
UCI_TEST_01517,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4001
UCI_TEST_01519,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4002
UCI_TEST_01520,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4003
UCI_TEST_01521,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4004
UCI_TEST_01522,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4005
UCI_TEST_01523,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4006
UCI_TEST_01524,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4007
UCI_TEST_01525,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4008
UCI_TEST_01526,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4009
UCI_TEST_01527,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4010
UCI_TEST_01528,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4011
UCI_TEST_01530,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4012
UCI_TEST_01531,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4013
UCI_TEST_01532,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4014
UCI_TEST_01534,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4015
UCI_TEST_01535,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4016
UCI_TEST_01536,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4017
UCI_TEST_01539,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4018
UCI_TEST_01540,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4019
UCI_TEST_01541,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4020
UCI_TEST_01542,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4021
UCI_TEST_01543,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4022
UCI_TEST_01544,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4023
UCI_TEST_01545,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4024
UCI_TEST_01546,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4025
UCI_TEST_01547,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4026
UCI_TEST_01548,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4027
UCI_TEST_01551,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4028
UCI_TEST_01552,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4029
UCI_TEST_01553,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4030
UCI_TEST_01554,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4031
UCI_TEST_01556,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4032
UCI_TEST_01557,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4033
UCI_TEST_01558,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4034
UCI_TEST_01559,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4035
UCI_TEST_01560,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4036
UCI_TEST_01561,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4037
UCI_TEST_01562,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4038
UCI_TEST_01564,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4039
UCI_TEST_01565,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4040
UCI_TEST_01566,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4041
UCI_TEST_01569,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4042
UCI_TEST_01570,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4043
UCI_TEST_01571,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4044
UCI_TEST_01572,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4045
UCI_TEST_01573,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4046
UCI_TEST_01574,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4047
UCI_TEST_01575,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4048
UCI_TEST_01576,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4049
UCI_TEST_01577,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4050
UCI_TEST_01579,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4051
UCI_TEST_01580,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4052
UCI_TEST_01581,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4053
UCI_TEST_01584,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4054
UCI_TEST_01585,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4055
UCI_TEST_01587,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4056
UCI_TEST_01588,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4057
UCI_TEST_01589,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4058
UCI_TEST_01590,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4059
UCI_TEST_01592,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4060
UCI_TEST_01594,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4061
UCI_TEST_01595,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4062
UCI_TEST_01596,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4063
UCI_TEST_01597,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4064
UCI_TEST_01598,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4065
UCI_TEST_01599,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4066
UCI_TEST_01600,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4067
UCI_TEST_01601,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4068
UCI_TEST_01602,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4069
UCI_TEST_01603,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4070
UCI_TEST_01604,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4071
UCI_TEST_01605,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4072
UCI_TEST_01606,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4073
UCI_TEST_01607,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4074
UCI_TEST_01609,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4075
UCI_TEST_01610,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4076
UCI_TEST_01611,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4077
UCI_TEST_01613,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4078
UCI_TEST_01615,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,4079
